pattern_id,feature,condition,support_count,support_pct,true_count,false_count,true_rate,false_rate,base_true_rate,lift_TRUE,lift_FALSE,purity,direction,z_score,approx_p_value,confidence,log_odds_ratio_vs_rest,abs_log_odds_ratio
"char_length__quantile_(15.999,96.0]__AND__char_entropy__lte_p10",char_length + char_entropy,"(char_length in quantile bin (15.999, 96.0]) AND (char_entropy <= p10 (4.04045))",207,0.04224489795918367,1,206,0.004830917874396135,0.9951690821256038,0.2857142857142857,0.016908212560386472,1.3932367149758453,0.9951690821256038,FALSE,-8.945595089069508,3.6995100090638404e-19,1.0,-4.068695922894556,4.068695922894556
"raw_token_count__quantile_(0.999,16.0]__AND__char_entropy__quantile_(1.745,4.097]",raw_token_count + char_entropy,"(raw_token_count in quantile bin (0.999, 16.0]) AND (char_entropy in quantile bin (1.745, 4.097])",312,0.0636734693877551,2,310,0.00641025641025641,0.9935897435897436,0.2857142857142857,0.022435897435897436,1.391025641025641,0.9935897435897436,FALSE,-10.920751829101352,9.173328834267974e-28,1.0,-3.997115758832991,3.997115758832991
"raw_token_count__quantile_(0.999,16.0]__AND__char_entropy__lte_p10",raw_token_count + char_entropy,"(raw_token_count in quantile bin (0.999, 16.0]) AND (char_entropy <= p10 (4.04045))",184,0.037551020408163265,1,183,0.005434782608695652,0.9945652173913043,0.2857142857142857,0.019021739130434784,1.392391304347826,0.9945652173913043,FALSE,-8.415855894368832,3.900365460772419e-17,1.0,-3.943653102135606,3.943653102135606
"raw_token_count__quantile_(0.999,16.0]__AND__max_repeated_char_run__lte_p05",raw_token_count + max_repeated_char_run,"(raw_token_count in quantile bin (0.999, 16.0]) AND (max_repeated_char_run <= p05 (1))",180,0.036734693877551024,1,179,0.005555555555555556,0.9944444444444445,0.2857142857142857,0.019444444444444445,1.3922222222222222,0.9944444444444445,FALSE,-8.32028979196171,8.774850486357672e-17,0.9999999999999999,-3.9204086416703814,3.9204086416703814
"word_count__quantile_(-0.001,16.0]__AND__max_repeated_char_run__lte_p05",word_count + max_repeated_char_run,"(word_count in quantile bin (-0.001, 16.0]) AND (max_repeated_char_run <= p05 (1))",173,0.03530612244897959,1,172,0.005780346820809248,0.9942196531791907,0.2857142857142857,0.02023121387283237,1.391907514450867,0.9942196531791907,FALSE,-8.150357274342149,3.6285066125298263e-16,0.9999999999999997,-3.878525406278,3.878525406278
"char_length__quantile_(15.999,96.0]__AND__max_repeated_char_run__lte_p05",char_length + max_repeated_char_run,"(char_length in quantile bin (15.999, 96.0]) AND (max_repeated_char_run <= p05 (1))",163,0.03326530612244898,1,162,0.006134969325153374,0.9938650306748467,0.2857142857142857,0.02147239263803681,1.3914110429447852,0.9938650306748467,FALSE,-7.901269603658214,2.7607677524688334e-15,0.9999999999999972,-3.8158063193192127,3.8158063193192127
"byte_length__quantile_(15.999,96.0]__AND__max_repeated_char_run__lte_p05",byte_length + max_repeated_char_run,"(byte_length in quantile bin (15.999, 96.0]) AND (max_repeated_char_run <= p05 (1))",161,0.032857142857142856,1,160,0.006211180124223602,0.9937888198757764,0.2857142857142857,0.021739130434782608,1.391304347826087,0.9937888198757764,FALSE,-7.850505383897822,4.143640837709961e-15,0.9999999999999959,-3.8028233680518824,3.8028233680518824
"char_length__lte_p10__AND__char_entropy__quantile_(1.745,4.097]",char_length + char_entropy,"(char_length <= p10 (81)) AND (char_entropy in quantile bin (1.745, 4.097])",158,0.03224489795918367,1,157,0.006329113924050633,0.9936708860759493,0.2857142857142857,0.022151898734177215,1.391139240506329,0.9936708860759493,FALSE,-7.773738653841396,7.620287911100822e-15,0.9999999999999923,-3.7830572176189983,3.7830572176189983
"byte_length__lte_p10__AND__char_entropy__quantile_(1.745,4.097]",byte_length + char_entropy,"(byte_length <= p10 (81)) AND (char_entropy in quantile bin (1.745, 4.097])",155,0.03163265306122449,1,154,0.0064516129032258064,0.9935483870967742,0.2857142857142857,0.022580645161290325,1.3909677419354838,0.9935483870967742,FALSE,-7.696207696211544,1.4016391521603399e-14,0.999999999999986,-3.762928994644447,3.762928994644447
"char_entropy__lte_p10__AND__token_entropy__quantile_(3.875,4.17]",char_entropy + token_entropy,"(char_entropy <= p10 (4.04045)) AND (token_entropy in quantile bin (3.875, 4.17])",152,0.031020408163265307,1,151,0.006578947368421052,0.993421052631579,0.2857142857142857,0.023026315789473683,1.3907894736842106,0.993421052631579,FALSE,-7.617889264232268,2.5785735638297106e-14,0.9999999999999742,-3.7424244658484453,3.7424244658484453
"word_count__quantile_(-0.001,16.0]__AND__char_entropy__quantile_(1.745,4.097]",word_count + char_entropy,"(word_count in quantile bin (-0.001, 16.0]) AND (char_entropy in quantile bin (1.745, 4.097])",308,0.06285714285714286,3,305,0.00974025974025974,0.9902597402597403,0.2857142857142857,0.034090909090909095,1.3863636363636365,0.9902597402597403,FALSE,-10.721155806077151,8.098492238023129e-27,1.0,-3.6421281660552,3.6421281660552
"char_entropy__lte_p10__AND__compression_ratio__quantile_(0.918,1.5]",char_entropy + compression_ratio,"(char_entropy <= p10 (4.04045)) AND (compression_ratio in quantile bin (0.918, 1.5])",135,0.027551020408163266,1,134,0.007407407407407408,0.9925925925925926,0.2857142857142857,0.02592592592592593,1.3896296296296295,0.9925925925925926,FALSE,-7.157953359466397,8.189040423976515e-13,0.9999999999991811,-3.618340491903902,3.618340491903902
"byte_length__quantile_(15.999,96.0]__AND__word_count__quantile_(16.0,20.0]",byte_length + word_count,"(byte_length in quantile bin (15.999, 96.0]) AND (word_count in quantile bin (16.0, 20.0])",134,0.027346938775510202,1,133,0.007462686567164179,0.9925373134328358,0.2857142857142857,0.02611940298507463,1.38955223880597,0.9925373134328358,FALSE,-7.129976659441396,1.00385948738005e-12,0.9999999999989961,-3.610580770403129,3.610580770403129
"hapax_token_ratio__eq_0__AND__word_count__quantile_(16.0,20.0]",hapax_token_ratio + word_count,"(hapax_token_ratio == 0) AND (word_count in quantile bin (16.0, 20.0])",269,0.05489795918367347,3,266,0.011152416356877323,0.9888475836431226,0.2857142857142857,0.03903345724907063,1.3843866171003716,0.9888475836431226,FALSE,-9.96814629309011,2.101136404521472e-23,1.0,-3.4934218446557455,3.4934218446557455
"hapax_token_ratio__lte_p10__AND__word_count__quantile_(16.0,20.0]",hapax_token_ratio + word_count,"(hapax_token_ratio <= p10 (0)) AND (word_count in quantile bin (16.0, 20.0])",269,0.05489795918367347,3,266,0.011152416356877323,0.9888475836431226,0.2857142857142857,0.03903345724907063,1.3843866171003716,0.9888475836431226,FALSE,-9.96814629309011,2.101136404521472e-23,1.0,-3.4934218446557455,3.4934218446557455
"hapax_token_ratio__lte_p05__AND__word_count__quantile_(16.0,20.0]",hapax_token_ratio + word_count,"(hapax_token_ratio <= p05 (0)) AND (word_count in quantile bin (16.0, 20.0])",269,0.05489795918367347,3,266,0.011152416356877323,0.9888475836431226,0.2857142857142857,0.03903345724907063,1.3843866171003716,0.9888475836431226,FALSE,-9.96814629309011,2.101136404521472e-23,1.0,-3.4934218446557455,3.4934218446557455
"byte_length__quantile_(15.999,96.0]__AND__char_entropy__lte_p05",byte_length + char_entropy,"(byte_length in quantile bin (15.999, 96.0]) AND (char_entropy <= p05 (3.98924))",118,0.024081632653061225,1,117,0.00847457627118644,0.9915254237288136,0.2857142857142857,0.029661016949152543,1.388135593220339,0.9915254237288136,FALSE,-6.666447736518213,2.6206895153209123e-11,0.9999999999737931,-3.4781775787592775,3.4781775787592775
"char_length__quantile_(15.999,96.0]__AND__char_entropy__lte_p05",char_length + char_entropy,"(char_length in quantile bin (15.999, 96.0]) AND (char_entropy <= p05 (3.98924))",118,0.024081632653061225,1,117,0.00847457627118644,0.9915254237288136,0.2857142857142857,0.029661016949152543,1.388135593220339,0.9915254237288136,FALSE,-6.666447736518213,2.6206895153209123e-11,0.9999999999737931,-3.4781775787592775,3.4781775787592775
"char_entropy__quantile_(1.745,4.097]__AND__byte_length__quantile_(96.0,123.0]",char_entropy + byte_length,"(char_entropy in quantile bin (1.745, 4.097]) AND (byte_length in quantile bin (96.0, 123.0])",262,0.053469387755102044,3,259,0.011450381679389313,0.9885496183206107,0.2857142857142857,0.0400763358778626,1.383969465648855,0.9885496183206107,FALSE,-9.826918164444384,8.621680870906759e-23,1.0,-3.464642474524779,3.464642474524779
char_length__lte_p10__AND__char_entropy__lte_p10,char_length + char_entropy,(char_length <= p10 (81)) AND (char_entropy <= p10 (4.04045)),116,0.0236734693877551,1,115,0.008620689655172414,0.9913793103448276,0.2857142857142857,0.03017241379310345,1.3879310344827587,0.9913793103448276,FALSE,-6.606227469540412,3.942369927022318e-11,0.9999999999605763,-3.460418845883492,3.460418845883492
byte_length__lte_p10__AND__char_entropy__lte_p10,byte_length + char_entropy,(byte_length <= p10 (81)) AND (char_entropy <= p10 (4.04045)),113,0.023061224489795917,1,112,0.008849557522123894,0.9911504424778761,0.2857142857142857,0.030973451327433628,1.3876106194690265,0.9911504424778761,FALSE,-6.514857084530588,7.275889844327346e-11,0.9999999999272411,-3.433215797915651,3.433215797915651
"raw_token_count__lte_p10__AND__char_entropy__quantile_(1.745,4.097]",raw_token_count + char_entropy,"(raw_token_count <= p10 (13)) AND (char_entropy in quantile bin (1.745, 4.097])",113,0.023061224489795917,1,112,0.008849557522123894,0.9911504424778761,0.2857142857142857,0.030973451327433628,1.3876106194690265,0.9911504424778761,FALSE,-6.514857084530588,7.275889844327346e-11,0.9999999999272411,-3.433215797915651,3.433215797915651
"word_count__quantile_(-0.001,16.0]__AND__char_entropy__lte_p10",word_count + char_entropy,"(word_count in quantile bin (-0.001, 16.0]) AND (char_entropy <= p10 (4.04045))",179,0.03653061224489796,2,177,0.0111731843575419,0.9888268156424581,0.2857142857142857,0.03910614525139665,1.3843575418994414,0.9888268156424581,FALSE,-8.130774699049526,4.2655550166858645e-16,0.9999999999999996,-3.3970616662016933,3.3970616662016933
word_count__lte_p10__AND__max_repeated_char_run__lte_p05,word_count + max_repeated_char_run,(word_count <= p10 (14)) AND (max_repeated_char_run <= p05 (1)),105,0.02142857142857143,1,104,0.009523809523809525,0.9904761904761905,0.2857142857142857,0.03333333333333334,1.3866666666666667,0.9904761904761905,FALSE,-6.264716008460931,3.7350547807965716e-10,0.9999999996264946,-3.3570915036208526,3.3570915036208526
"rare_token_ratio__lte_p10__AND__byte_length__quantile_(96.0,123.0]",rare_token_ratio + byte_length,"(rare_token_ratio <= p10 (0)) AND (byte_length in quantile bin (96.0, 123.0])",171,0.03489795918367347,2,169,0.011695906432748537,0.9883040935672515,0.2857142857142857,0.04093567251461988,1.383625730994152,0.9883040935672515,FALSE,-7.931873667869461,2.1586397007488254e-15,0.9999999999999979,-3.3485397755857726,3.3485397755857726
"rare_token_ratio__eq_0__AND__byte_length__quantile_(96.0,123.0]",rare_token_ratio + byte_length,"(rare_token_ratio == 0) AND (byte_length in quantile bin (96.0, 123.0])",171,0.03489795918367347,2,169,0.011695906432748537,0.9883040935672515,0.2857142857142857,0.04093567251461988,1.383625730994152,0.9883040935672515,FALSE,-7.931873667869461,2.1586397007488254e-15,0.9999999999999979,-3.3485397755857726,3.3485397755857726
"rare_token_ratio__lte_p05__AND__byte_length__quantile_(96.0,123.0]",rare_token_ratio + byte_length,"(rare_token_ratio <= p05 (0)) AND (byte_length in quantile bin (96.0, 123.0])",171,0.03489795918367347,2,169,0.011695906432748537,0.9883040935672515,0.2857142857142857,0.04093567251461988,1.383625730994152,0.9883040935672515,FALSE,-7.931873667869461,2.1586397007488254e-15,0.9999999999999979,-3.3485397755857726,3.3485397755857726
word_count__lte_p10__AND__char_entropy__lte_p10,word_count + char_entropy,(word_count <= p10 (14)) AND (char_entropy <= p10 (4.04045)),100,0.02040816326530612,1,99,0.01,0.99,0.2857142857142857,0.035,1.386,0.99,FALSE,-6.103195884124971,1.0396829197580464e-09,0.9999999989603171,-3.306591055226775,3.306591055226775
"word_count__lte_p10__AND__char_entropy__quantile_(1.745,4.097]",word_count + char_entropy,"(word_count <= p10 (14)) AND (char_entropy in quantile bin (1.745, 4.097])",163,0.03326530612244898,2,161,0.012269938650306749,0.9877300613496932,0.2857142857142857,0.04294478527607362,1.3828220858895706,0.9877300613496932,FALSE,-7.727887512041891,1.093458992986314e-14,0.9999999999999891,-3.2977935492648798,3.2977935492648798
"raw_token_count__quantile_(0.999,16.0]__AND__char_entropy__lte_p05",raw_token_count + char_entropy,"(raw_token_count in quantile bin (0.999, 16.0]) AND (char_entropy <= p05 (3.98924))",98,0.02,1,97,0.01020408163265306,0.9897959183673469,0.2857142857142857,0.03571428571428571,1.3857142857142857,0.9897959183673469,FALSE,-6.037383539249432,1.5663312921022279e-09,0.9999999984336687,-3.285697985963139,3.285697985963139
char_length__lte_p10__AND__max_repeated_char_run__lte_p05,char_length + max_repeated_char_run,(char_length <= p10 (81)) AND (max_repeated_char_run <= p05 (1)),95,0.019387755102040816,1,94,0.010526315789473684,0.9894736842105263,0.2857142857142857,0.0368421052631579,1.3852631578947368,0.9894736842105263,FALSE,-5.937304013385909,2.8974708904134575e-09,0.9999999971025291,-3.253564385133318,3.253564385133318
byte_length__lte_p10__AND__max_repeated_char_run__lte_p05,byte_length + max_repeated_char_run,(byte_length <= p10 (81)) AND (max_repeated_char_run <= p05 (1)),92,0.018775510204081632,1,91,0.010869565217391304,0.9891304347826086,0.2857142857142857,0.03804347826086957,1.384782608695652,0.9891304347826086,FALSE,-5.835517189552715,5.3623967611745204e-09,0.9999999946376033,-3.220423241168112,3.220423241168112
"char_entropy__quantile_(1.745,4.097]__AND__char_length__quantile_(96.0,122.0]",char_entropy + char_length,"(char_entropy in quantile bin (1.745, 4.097]) AND (char_length in quantile bin (96.0, 122.0])",256,0.052244897959183675,4,252,0.015625,0.984375,0.2857142857142857,0.0546875,1.378125,0.984375,FALSE,-9.565889922009346,1.112402800029885e-21,1.0,-3.1831096070037863,3.1831096070037863
raw_token_count__lte_p10__AND__max_repeated_char_run__lte_p05,raw_token_count + max_repeated_char_run,(raw_token_count <= p10 (13)) AND (max_repeated_char_run <= p05 (1)),86,0.017551020408163264,1,85,0.011627906976744186,0.9883720930232558,0.2857142857142857,0.040697674418604654,1.3837209302325582,0.9883720930232558,FALSE,-5.626453300631406,1.839525570477321e-08,0.9999999816047443,-3.1508424026181543,3.1508424026181543
"char_entropy__quantile_(1.745,4.097]__AND__compression_ratio__gte_p90",char_entropy + compression_ratio,"(char_entropy in quantile bin (1.745, 4.097]) AND (compression_ratio >= p90 (0.987179))",85,0.017346938775510204,1,84,0.011764705882352941,0.9882352941176471,0.2857142857142857,0.041176470588235294,1.383529411764706,0.9882352941176471,FALSE,-5.590853875645787,2.2595567733311207e-08,0.9999999774044322,-3.1387848209896387,3.1387848209896387
"char_length__quantile_(15.999,96.0]__AND__word_count__quantile_(16.0,20.0]",char_length + word_count,"(char_length in quantile bin (15.999, 96.0]) AND (word_count in quantile bin (16.0, 20.0])",140,0.02857142857142857,2,138,0.014285714285714285,0.9857142857142858,0.2857142857142857,0.05,1.3800000000000001,0.9857142857142858,FALSE,-7.109149034870488,1.1676061212745299e-12,0.9999999999988324,-3.1372950824851578,3.1372950824851578
"char_entropy__lte_p10__AND__byte_length__quantile_(96.0,123.0]",char_entropy + byte_length,"(char_entropy <= p10 (4.04045)) AND (byte_length in quantile bin (96.0, 123.0])",136,0.027755102040816326,2,134,0.014705882352941176,0.9852941176470589,0.2857142857142857,0.05147058823529412,1.3794117647058823,0.9852941176470589,FALSE,-6.996007264651661,2.633598871487387e-12,0.9999999999973664,-3.1068000718244173,3.1068000718244173
compression_ratio__gte_p90__AND__max_repeated_char_run__lte_p05,compression_ratio + max_repeated_char_run,(compression_ratio >= p90 (0.987179)) AND (max_repeated_char_run <= p05 (1)),82,0.01673469387755102,1,81,0.012195121951219513,0.9878048780487805,0.2857142857142857,0.042682926829268296,1.3829268292682926,0.9878048780487805,FALSE,-5.482677821791189,4.1893555300675366e-08,0.9999999581064447,-3.10175860055601,3.10175860055601
"char_entropy__lte_p10__AND__char_length__quantile_(96.0,122.0]",char_entropy + char_length,"(char_entropy <= p10 (4.04045)) AND (char_length in quantile bin (96.0, 122.0])",134,0.027346938775510202,2,132,0.014925373134328358,0.9850746268656716,0.2857142857142857,0.05223880597014926,1.37910447761194,0.9850746268656716,FALSE,-6.938751231793543,3.95581007499185e-12,0.9999999999960442,-3.0912246057934216,3.0912246057934216
"char_length__lte_p05__AND__char_entropy__quantile_(1.745,4.097]",char_length + char_entropy,"(char_length <= p05 (71)) AND (char_entropy in quantile bin (1.745, 4.097])",81,0.01653061224489796,1,80,0.012345679012345678,0.9876543209876543,0.2857142857142857,0.043209876543209874,1.382716049382716,0.9876543209876543,FALSE,-5.446144859178875,5.147322185376379e-08,0.9999999485267781,-3.0891203670708087,3.0891203670708087
"char_entropy__quantile_(1.745,4.097]__AND__token_entropy__quantile_(3.875,4.17]",char_entropy + token_entropy,"(char_entropy in quantile bin (1.745, 4.097]) AND (token_entropy in quantile bin (3.875, 4.17])",283,0.057755102040816325,5,278,0.0176678445229682,0.9823321554770318,0.2857142857142857,0.061837455830388695,1.3752650176678445,0.9823321554770318,FALSE,-9.98162622976901,1.8343533328927302e-23,1.0,-3.087765285291948,3.087765285291948
"char_entropy__lte_p10__AND__raw_token_count__quantile_(16.0,20.0]",char_entropy + raw_token_count,"(char_entropy <= p10 (4.04045)) AND (raw_token_count in quantile bin (16.0, 20.0])",132,0.026938775510204082,2,130,0.015151515151515152,0.9848484848484849,0.2857142857142857,0.05303030303030303,1.3787878787878787,0.9848484848484849,FALSE,-6.8810235320397535,5.942403301799761e-12,0.9999999999940576,-3.0754216272371138,3.0754216272371138
"hapax_token_ratio__eq_0__AND__raw_token_count__quantile_(16.0,20.0]",hapax_token_ratio + raw_token_count,"(hapax_token_ratio == 0) AND (raw_token_count in quantile bin (16.0, 20.0])",272,0.05551020408163265,5,267,0.01838235294117647,0.9816176470588235,0.2857142857142857,0.06433823529411765,1.374264705882353,0.9816176470588235,FALSE,-9.759629483082788,1.6776702023713305e-22,1.0,-3.0440591061873654,3.0440591061873654
"hapax_token_ratio__lte_p10__AND__raw_token_count__quantile_(16.0,20.0]",hapax_token_ratio + raw_token_count,"(hapax_token_ratio <= p10 (0)) AND (raw_token_count in quantile bin (16.0, 20.0])",272,0.05551020408163265,5,267,0.01838235294117647,0.9816176470588235,0.2857142857142857,0.06433823529411765,1.374264705882353,0.9816176470588235,FALSE,-9.759629483082788,1.6776702023713305e-22,1.0,-3.0440591061873654,3.0440591061873654
"hapax_token_ratio__lte_p05__AND__raw_token_count__quantile_(16.0,20.0]",hapax_token_ratio + raw_token_count,"(hapax_token_ratio <= p05 (0)) AND (raw_token_count in quantile bin (16.0, 20.0])",272,0.05551020408163265,5,267,0.01838235294117647,0.9816176470588235,0.2857142857142857,0.06433823529411765,1.374264705882353,0.9816176470588235,FALSE,-9.759629483082788,1.6776702023713305e-22,1.0,-3.0440591061873654,3.0440591061873654
"char_length__quantile_(15.999,96.0]__AND__raw_token_count__quantile_(16.0,20.0]",char_length + raw_token_count,"(char_length in quantile bin (15.999, 96.0]) AND (raw_token_count in quantile bin (16.0, 20.0])",123,0.02510204081632653,2,121,0.016260162601626018,0.983739837398374,0.2857142857142857,0.05691056910569107,1.3772357723577235,0.983739837398374,FALSE,-6.615085002741531,3.713383066474989e-11,0.9999999999628661,-3.0012959950080536,3.0012959950080536
"rare_token_ratio__lte_p10__AND__char_length__quantile_(96.0,122.0]",rare_token_ratio + char_length,"(rare_token_ratio <= p10 (0)) AND (char_length in quantile bin (96.0, 122.0])",167,0.034081632653061224,3,164,0.017964071856287425,0.9820359281437125,0.2857142857142857,0.06287425149700598,1.3748502994011975,0.9820359281437125,FALSE,-7.659247473237004,1.8702570479537582e-14,0.9999999999999813,-2.9799101743956515,2.9799101743956515
"rare_token_ratio__eq_0__AND__char_length__quantile_(96.0,122.0]",rare_token_ratio + char_length,"(rare_token_ratio == 0) AND (char_length in quantile bin (96.0, 122.0])",167,0.034081632653061224,3,164,0.017964071856287425,0.9820359281437125,0.2857142857142857,0.06287425149700598,1.3748502994011975,0.9820359281437125,FALSE,-7.659247473237004,1.8702570479537582e-14,0.9999999999999813,-2.9799101743956515,2.9799101743956515
"rare_token_ratio__lte_p05__AND__char_length__quantile_(96.0,122.0]",rare_token_ratio + char_length,"(rare_token_ratio <= p05 (0)) AND (char_length in quantile bin (96.0, 122.0])",167,0.034081632653061224,3,164,0.017964071856287425,0.9820359281437125,0.2857142857142857,0.06287425149700598,1.3748502994011975,0.9820359281437125,FALSE,-7.659247473237004,1.8702570479537582e-14,0.9999999999999813,-2.9799101743956515,2.9799101743956515
"byte_length__quantile_(15.999,96.0]__AND__raw_token_count__quantile_(16.0,20.0]",byte_length + raw_token_count,"(byte_length in quantile bin (15.999, 96.0]) AND (raw_token_count in quantile bin (16.0, 20.0])",120,0.024489795918367346,2,118,0.016666666666666666,0.9833333333333333,0.2857142857142857,0.058333333333333334,1.3766666666666665,0.9833333333333333,FALSE,-6.524058041842771,6.843020845347249e-11,0.9999999999315697,-2.975407381298102,2.975407381298102
